prn,epoch,x_km,y_km,z_km,vx,vy,vz
R13,2020-01-02 13:45,18110.2568,-2691.1011,17742.1890,-2.036540,1.336215,2.279486
R13,2020-01-02 14:15,14297.1475,264.5513,21105.2466,-2.152450,1.936285,1.432926
R13,2020-01-02 14:45,10526.0620,4205.3765,22833.9302,-1.995469,2.413322,0.475337
R13,2020-01-02 15:15,7245.2744,8821.7236,22794.3242,-1.619949,2.673471,-0.519047
R13,2020-01-02 15:45,4772.8174,13661.7808,20989.6011,-1.114111,2.654924,-1.473138
R13,2020-01-02 16:15,3248.5767,18199.8364,17559.7412,-0.584785,2.338602,-2.313006
R13,2020-01-02 16:45,2617.0098,21917.5981,12770.6084,-0.139149,1.751806,-2.973629
R13,2020-01-02 17:15,2643.1880,24385.2153,6993.2197,0.133527,0.964208,-3.403952
R13,2020-01-02 17:45,2959.3330,25328.5737,674.8550,0.177028,0.076838,-3.570844
R13,2020-01-02 18:15,3133.8945,24671.7690,-5695.7241,-0.022267,-0.794092,-3.461636
R13,2020-01-02 18:45,2751.4692,22547.7891,-11626.1836,-0.433048,-1.535843,-3.085040
R13,2020-01-02 19:15,1490.0698,19275.7334,-16658.6626,-0.984302,-2.057150,-2.470385
R13,2020-01-02 19:45,-817.2310,15308.4609,-20404.9985,-1.577197,-2.302613,-1.665269
R13,2020-01-02 20:15,-4146.6172,11159.4194,-22576.4429,-2.101634,-2.261132,-0.731836
R13,2020-01-02 20:45,-8279.7837,7320.7529,-23005.6816,-2.454690,-1.967034,0.257998
R13,2020-01-02 21:15,-12832.8560,4186.1343,-21659.5630,-2.557960,-1.493773,1.228027
R13,2020-01-02 21:45,-17313.3340,1990.9136,-18641.6455,-2.370925,-0.941264,2.103527
R13,2020-01-02 22:15,-21195.8540,779.2979,-14184.3682,-1.898201,-0.418928,2.816937
R13,2020-01-02 22:45,-24004.4497,403.8638,-8631.3892,-1.189405,-0.027225,3.313045
R13,2020-01-02 23:15,-25387.8511,557.3999,-2411.3296,-0.331649,0.159307,3.553281
R13,2020-01-02 23:45,-25175.4160,831.7505,3995.1558,0.564183,0.104662,3.518791
R14,2020-01-02 00:15,-8013.4106,11993.4028,-21028.2871,-2.805452,0.661066,1.444593
R14,2020-01-02 00:45,-12592.5273,13429.4595,-17648.1030,-2.246135,0.901942,2.286734
R14,2020-01-02 01:15,-15996.9648,15104.7656,-12902.5713,-1.516741,0.918097,2.951797
R14,2020-01-02 01:45,-18015.3311,16579.9087,-7159.0649,-0.725116,0.677943,3.388408
R14,2020-01-02 02:15,-18638.6987,17398.6426,-861.9727,0.014735,0.194726,3.562922
R14,2020-01-02 02:45,-18054.9043,17168.2354,5501.7734,0.601197,-0.475137,3.462018
R14,2020-01-02 03:15,-16610.9390,15630.1787,11440.4111,0.961445,-1.240950,3.093675
R14,2020-01-02 03:45,-14749.8652,12709.4121,16495.3364,1.062955,-1.992377,2.486506
R14,2020-01-02 04:15,-12932.8853,8533.8120,20276.4194,0.918264,-2.617382,1.687479
R14,2020-01-02 04:45,-11559.5947,3420.6343,22491.9478,0.582211,-3.020486,0.758266
R14,2020-01-02 05:15,-10899.6836,-2167.9341,22970.9556,0.142155,-3.138365,-0.229501
R14,2020-01-02 05:45,-11047.3770,-7692.9219,21676.3120,-0.297153,-2.950216,-1.199700
R14,2020-01-02 06:15,-11906.1313,-12619.3569,18707.6118,-0.631585,-2.481240,-2.077508
R14,2020-01-02 06:45,-13206.1191,-16496.5762,14293.6509,-0.775546,-1.798641,-2.795115
R14,2020-01-02 07:15,-14551.6182,-19025.0020,8774.9932,-0.676828,-1.000788,-3.296953
R14,2020-01-02 07:45,-15490.4800,-20098.4834,2577.8779,-0.325935,-0.201278,-3.544024
R14,2020-01-02 08:15,-15594.1245,-19815.2749,-3818.6074,0.241714,0.489493,-3.517002
R14,2020-01-02 08:45,-14534.6875,-18455.8672,-9919.5938,0.951128,0.982205,-3.217802
R14,2020-01-02 09:15,-12146.3149,-16431.4087,-15252.8364,1.699755,1.222956,-2.669491
R14,2020-01-02 09:45,-8460.2310,-14211.3774,-19405.4268,2.374210,1.201649,-1.914498
R14,2020-01-02 10:15,-3707.5332,-12242.6372,-22055.8848,2.868896,0.953041,-1.011316
R14,2020-01-02 10:45,1710.9116,-10873.4482,-22999.1147,3.103419,0.550271,-0.029921
R14,2020-01-02 11:15,7282.6226,-10295.1348,-22162.2769,3.035904,0.091996,0.953673
R14,2020-01-02 11:45,12460.2144,-10511.1167,-19610.3794,2.670004,-0.314714,1.863315
R14,2020-01-02 12:15,16744.0771,-11338.4146,-15541.1724,2.054439,-0.572850,2.628622
R14,2020-01-02 12:45,19757.4878,-12441.3169,-10269.7588,1.275156,-0.612212,3.190433
R14,2020-01-02 13:15,21301.8394,-13391.5132,-4204.1143,0.441395,-0.401653,3.505389
R14,2020-01-02 13:45,21382.9761,-13744.5903,2186.5791,-0.332031,0.045243,3.549282
R14,2020-01-02 14:15,20204.4268,-13120.0298,8408.3062,-0.943287,0.672001,3.318898
R14,2020-01-02 14:45,18128.8018,-11271.2837,13980.4321,-1.319827,1.388282,2.832213
R14,2020-01-02 15:15,15613.9360,-8134.1650,18472.7842,-1.429762,2.084607,2.126944
R14,2020-01-02 15:45,13134.4790,-3845.4258,21538.7197,-1.286435,2.650298,1.257581
R14,2020-01-02 16:15,11102.0049,1271.6567,22941.6992,-0.945483,2.991674,0.291177
R14,2020-01-02 16:45,9796.8569,6752.4126,22573.3833,-0.494918,3.047521,-0.697788
R14,2020-01-02 17:15,9322.9590,12059.3545,20461.9458,-0.039889,2.799301,-1.633081
R14,2020-01-02 17:45,9593.0049,16663.0698,16769.9966,0.315361,2.274454,-2.442520
R14,2020-01-02 18:15,10346.4365,20122.3159,11782.2339,0.485381,1.542198,-3.063511
R14,2020-01-02 18:45,11197.2251,22150.2305,5883.6899,0.418269,0.702520,-3.447895
R14,2020-01-02 19:15,11703.5112,22655.8232,-469.8418,0.104856,-0.129898,-3.565732
R14,2020-01-02 19:45,11447.4741,21753.9189,-6786.9937,-0.419276,-0.844184,-3.407705
R14,2020-01-02 20:15,10112.0269,19741.9023,-12578.9019,-1.079303,-1.351124,-2.985906
R14,2020-01-02 20:45,7541.3857,17047.1709,-17397.1860,-1.773310,-1.597403,-2.332932
R14,2020-01-02 21:15,3775.2256,14154.0889,-20868.8062,-2.389076,-1.573819,-1.499348
R14,2020-01-02 21:45,-949.4609,11522.6650,-22725.0439,-2.822669,-1.316134,-0.549742
R14,2020-01-02 22:15,-6229.2881,9512.5405,-22822.3359,-2.995757,-0.898417,0.442322
R14,2020-01-02 22:45,-11553.2056,8324.9336,-21153.3594,-2.868759,-0.420028,1.400019
R14,2020-01-02 23:15,-16379.4302,7972.1445,-17847.5361,-2.447637,0.011553,2.249223
R14,2020-01-02 23:45,-20217.9741,8279.6094,-13160.9365,-1.783229,0.299197,2.924253
R15,2020-01-02 00:15,10858.7998,8154.3433,-21574.2739,-2.907361,0.555113,-1.251548
R15,2020-01-02 00:45,5519.2314,9591.8921,-22962.3887,-2.974272,1.036987,-0.280732
R15,2020-01-02 01:15,330.3940,11836.4927,-22571.7280,-2.744427,1.434268,0.711994
R15,2020-01-02 01:45,-4211.2495,14646.3081,-20432.3628,-2.266738,1.650949,1.649610
R15,2020-01-02 02:15,-7732.0674,17630.3784,-16710.0532,-1.626815,1.619800,2.459362
R15,2020-01-02 02:45,-10035.1006,20312.0166,-11693.3555,-0.932566,1.314260,3.078459
R15,2020-01-02 03:15,-11124.3232,22207.7222,-5771.1177,-0.296193,0.753541,3.458990
R15,2020-01-02 03:45,-11195.4668,22908.4399,597.8716,0.184429,0.000087,3.571662
R15,2020-01-02 04:15,-10595.1431,22149.5566,6920.6548,0.441850,-0.850217,3.408040
R15,2020-01-02 04:45,-9755.3330,19857.9292,12708.4282,0.449935,-1.683414,2.981125
R15,2020-01-02 05:15,-9114.3755,16168.1118,17514.3618,0.227769,-2.385838,2.324232
R15,2020-01-02 05:45,-9037.7925,11405.1074,20967.9639,-0.164058,-2.862422,1.488299
R15,2020-01-02 06:15,-9752.1997,6036.5410,22803.3804,-0.634064,-3.051903,0.537893
R15,2020-01-02 06:45,-11303.2891,602.1357,22879.5620,-1.075622,-2.936484,-0.453772
R15,2020-01-02 07:15,-13544.8179,-4367.9761,21190.8813,-1.385190,-2.544419,-1.410397
R15,2020-01-02 07:45,-16160.4316,-8432.8350,17867.4907,-1.480053,-1.945129,-2.258372
R15,2020-01-02 08:15,-18714.7646,-11305.2671,13165.4077,-1.312664,-1.237670,-2.932350
R15,2020-01-02 08:45,-20725.4731,-12891.0718,7447.0400,-0.879229,-0.534413,-3.380230
R15,2020-01-02 09:15,-21744.3687,-13296.4824,1153.5288,-0.221088,0.057403,-3.567206
R15,2020-01-02 09:45,-21434.2529,-12802.7461,-5229.0781,0.581386,0.453252,-3.478528
R15,2020-01-02 10:15,-19628.6465,-11812.0850,-11207.2832,1.421434,0.605088,-3.120740
R15,2020-01-02 10:45,-16364.3540,-10774.0752,-16318.3501,2.183032,0.509025,-2.521267
R15,2020-01-02 11:15,-11881.2593,-10104.7817,-20166.2661,2.759663,0.205585,-1.726346
R15,2020-01-02 11:45,-6589.1865,-10112.2437,-22452.6084,3.071617,-0.227506,-0.797467
R15,2020-01-02 12:15,-1007.1597,-10940.8662,-22999.8608,3.078938,-0.688826,0.193394
R15,2020-01-02 12:45,4315.0151,-12544.1328,-21765.3350,2.787831,-1.070765,1.169386
R15,2020-01-02 13:15,8879.9546,-14690.2827,-18844.5737,2.249499,-1.278131,2.054778
R15,2020-01-02 13:45,12317.0029,-17000.0977,-14463.9590,1.551560,-1.244705,2.780881
R15,2020-01-02 14:15,14435.4199,-19010.5059,-8963.0747,0.803495,-0.944971,3.291430
R15,2020-01-02 14:45,15247.7617,-20253.3853,-2768.2051,0.118549,-0.399016,3.546988
R15,2020-01-02 15:15,14959.7363,-20336.3340,3640.9258,-0.404884,0.330204,3.528000
R15,2020-01-02 15:45,13928.4492,-19011.8584,9768.5166,-0.699282,1.146818,3.236258
R15,2020-01-02 16:15,12596.2212,-16223.3799,15141.1514,-0.738724,1.937479,2.694661
R15,2020-01-02 16:45,11411.2197,-12120.3721,19344.3330,-0.542616,2.589727,1.945329
R15,2020-01-02 17:15,10748.2476,-7040.1284,22054.2559,-0.171812,3.010193,1.046247
R15,2020-01-02 17:45,10842.8921,-1459.1655,23062.4609,0.282145,3.139662,0.066764
R15,2020-01-02 18:15,11749.9341,4077.7695,22291.5967,0.712827,2.962556,-0.917725
R15,2020-01-02 18:45,13332.8413,9039.5317,19801.2021,1.017179,2.509338,-1.831480
R15,2020-01-02 19:15,15286.0635,12987.9941,15783.1362,1.113206,1.851460,-2.604152
R15,2020-01-02 19:45,17186.4727,15642.1870,10546.9878,0.954206,1.089682,-3.176120
R15,2020-01-02 20:15,18565.4966,16916.8037,4496.4927,0.537219,0.337640,-3.503077
R15,2020-01-02 20:45,18990.0601,16928.8101,-1901.3457,-0.095788,-0.296656,-3.559500
R15,2020-01-02 21:15,18138.8896,15971.1372,-8152.1499,-0.864198,-0.728382,-3.340713
R15,2020-01-02 21:45,15861.4175,14457.8472,-13772.3579,-1.661531,-0.909597,-2.863346
R15,2020-01-02 22:15,12209.3071,12849.9297,-18326.7334,-2.372657,-0.836757,-2.164124
R15,2020-01-02 22:45,7435.1523,11574.1499,-21462.2393,-2.892545,-0.550801,-1.297066
R15,2020-01-02 23:15,1958.3379,10948.5713,-22935.5879,-3.143476,-0.129766,-0.329302
R15,2020-01-02 23:45,-3696.4600,11127.2607,-22632.2759,-3.087811,0.324850,0.664143
R16,2020-01-02 00:15,23828.8311,-1000.9819,-9244.2241,-1.256882,0.150144,-3.252008
R16,2020-01-02 00:45,20945.4868,-352.5688,-14668.2773,-1.911333,0.595434,-2.735847
R16,2020-01-02 01:15,17096.0728,1205.8110,-18966.6729,-2.320368,1.145370,-2.009221
R16,2020-01-02 01:45,12763.4277,3771.7974,-21807.9580,-2.445476,1.696872,-1.127141
R16,2020-01-02 02:15,8460.0020,7250.5586,-22971.1890,-2.292650,2.142175,-0.156650
R16,2020-01-02 02:45,4647.8691,11362.6504,-22363.3550,-1.911041,2.386851,0.828018
R16,2020-01-02 03:15,1667.5742,15683.0225,-20027.4722,-1.384604,2.365921,1.750909
R16,2020-01-02 03:45,-312.5303,19705.2632,-16140.4692,-0.817981,2.055382,2.540153
R16,2020-01-02 04:15,-1317.9565,22920.8877,-11000.6626,-0.318840,1.477133,3.133664
R16,2020-01-02 04:45,-1556.9111,24900.7144,-5005.4048,0.020432,0.696304,3.484270
R16,2020-01-02 05:15,-1377.9204,25364.6895,1379.6108,0.138591,-0.188751,3.563770
R16,2020-01-02 05:45,-1203.2847,24228.1890,7657.0396,0.016118,-1.062222,3.365473
R16,2020-01-02 06:15,-1449.7310,21616.6963,13337.5132,-0.321362,-1.809700,2.904884
R16,2020-01-02 06:45,-2449.9849,17846.1802,17978.7524,-0.807511,-2.336863,2.218448
R16,2020-01-02 07:15,-4388.8979,13372.4956,21220.7188,-1.346774,-2.584701,1.360447
R16,2020-01-02 07:45,-7265.1582,8718.5142,22813.7896,-1.830885,-2.538682,0.398419
R16,2020-01-02 08:15,-10885.0991,4391.4458,22637.7031,-2.157486,-2.230350,-0.592429
R16,2020-01-02 08:45,-14889.4839,804.2856,20709.9336,-2.247634,-1.731231,-1.535277
R16,2020-01-02 09:15,-18808.5737,-1785.6484,17183.1758,-2.059272,-1.140240,-2.357671
R16,2020-01-02 09:45,-22136.1206,-3311.2686,12332.4624,-1.594510,-0.566801,-2.996976
R16,2020-01-02 10:15,-24409.9819,-3898.1465,6533.2310,-0.899626,-0.112550,-3.404935
R16,2020-01-02 10:45,-25286.1743,-3834.9712,232.1963,-0.057889,0.145421,-3.551065
R16,2020-01-02 11:15,-24594.4336,-3517.3008,-6086.7041,0.823524,0.167083,-3.424718
R16,2020-01-02 11:45,-22366.4277,-3374.0884,-11938.7964,1.630409,-0.044164,-3.035712
R16,2020-01-02 12:15,-18832.1982,-3789.1050,-16875.0254,2.259489,-0.442245,-2.413559
R16,2020-01-02 12:45,-14385.4346,-5030.1011,-20515.6724,2.634620,-0.946144,-1.605326
R16,2020-01-02 13:15,-9523.1123,-7197.3091,-22579.1182,2.718697,-1.453371,-0.672293
R16,2020-01-02 13:45,-4769.0664,-10199.8525,-22903.6187,2.519345,-1.857088,0.314429
R16,2020-01-02 14:15,-593.7046,-13764.2266,-21460.4390,2.087452,-2.064149,1.279078
R16,2020-01-02 14:45,2657.2007,-17473.9263,-18357.1655,1.508657,-2.011172,2.146914
R16,2020-01-02 15:15,4812.9395,-20834.1606,-13830.6260,0.889084,-1.675946,2.850035
R16,2020-01-02 15:45,5899.0376,-23351.3071,-8229.5635,0.337536,-1.082140,3.332856
R16,2020-01-02 16:15,6125.3975,-24614.0098,-1988.0820,-0.052871,-0.296356,3.556803
R16,2020-01-02 16:45,5843.2056,-24362.2148,4408.2437,-0.220534,0.582150,3.503692
R16,2020-01-02 17:15,5477.8213,-22532.2373,10460.8677,-0.145823,1.437450,3.177419
R16,2020-01-02 17:45,5449.1670,-19269.9492,15698.0962,0.145715,2.155866,2.603720
R16,2020-01-02 18:15,6093.4189,-14909.6870,19712.7310,0.587977,2.644560,1.828008
R16,2020-01-02 18:45,7599.5674,-9922.4712,22194.2383,1.085958,2.846548,0.911513
R16,2020-01-02 19:15,9971.7534,-4842.4414,22952.7666,1.532297,2.749556,-0.073840
R16,2020-01-02 19:45,13023.6851,-184.0210,21933.1670,1.825853,2.387328,-1.051316
R16,2020-01-02 20:15,16405.8652,3636.3149,19218.1787,1.889066,1.833308,-1.945446
R16,2020-01-02 20:45,19660.8164,6360.8564,15020.8647,1.681266,1.187908,-2.687811
R16,2020-01-02 21:15,22296.9175,7924.4053,9667.2261,1.205782,0.561596,-3.222109
R16,2020-01-02 21:45,23868.5806,8455.9165,3570.5840,0.509792,0.056630,-3.508192
R16,2020-01-02 22:15,24049.6465,8248.2827,-2800.1919,-0.322938,-0.249590,-3.524837
R16,2020-01-02 22:45,22688.1523,7701.6040,-8956.2129,-1.185200,-0.316939,-3.271136
R16,2020-01-02 23:15,19833.6982,7249.4624,-14425.3140,-1.963231,-0.148803,-2.766455
R16,2020-01-02 23:45,15733.0493,7280.3037,-18787.4575,-2.554649,0.208801,-2.048995
R17,2020-01-02 00:15,-7359.8384,24364.4077,1366.8706,0.145057,0.242841,-3.592072
R17,2020-01-02 00:45,-6890.7705,24006.5132,-5068.0752,0.334454,-0.646865,-3.511309
R17,2020-01-02 01:15,-6308.0928,22049.1553,-11110.0239,0.271615,-1.514197,-3.158237
R17,2020-01-02 01:45,-6050.1440,18639.0596,-16290.3931,-0.018447,-2.242806,-2.560253
R17,2020-01-02 02:15,-6471.3467,14116.4297,-20207.6147,-0.468887,-2.737013,-1.763921
R17,2020-01-02 02:45,-7776.3872,8963.1445,-22558.4902,-0.982615,-2.937214,-0.831245
R17,2020-01-02 03:15,-9980.2485,3728.3018,-23161.7026,-1.449009,-2.829287,0.165259
R17,2020-01-02 03:45,-12900.8506,-1056.4849,-21971.6636,-1.762920,-2.446427,1.148293
R17,2020-01-02 04:15,-16185.5420,-4958.0288,-19081.7085,-1.842746,-1.863195,2.041801
R17,2020-01-02 04:45,-19367.0049,-7705.4634,-14716.4971,-1.644570,-1.182808,2.776864
R17,2020-01-02 05:15,-21939.2427,-9226.7378,-9214.3145,-1.170036,-0.519828,3.296963
R17,2020-01-02 05:45,-23441.0420,-9651.9380,-3000.7026,-0.466660,0.018855,3.562274
R17,2020-01-02 06:15,-23533.0664,-9283.1929,3444.4844,0.379453,0.351626,3.552651
R17,2020-01-02 06:45,-22055.8594,-8536.3975,9624.0518,1.257240,0.435415,3.269084
R17,2020-01-02 07:15,-19059.1929,-7864.6323,15061.6152,2.048440,0.272495,2.733546
R17,2020-01-02 07:45,-14797.9346,-7676.0771,19338.0498,2.646519,-0.090290,1.987270
R17,2020-01-02 08:15,-9695.1069,-8260.1006,22123.5063,2.973695,-0.569695,1.087587
R17,2020-01-02 08:45,-4278.1299,-9733.7798,23202.6470,2.993302,-1.060291,0.103597
R17,2020-01-02 09:15,901.4116,-12017.7651,22491.2524,2.715487,-1.452405,-0.889035
R17,2020-01-02 09:45,5351.4761,-14845.5957,20042.9497,2.195311,-1.650833,-1.813787
R17,2020-01-02 10:15,8713.1670,-17805.1235,16045.4932,1.523567,-1.591300,-2.599107
R17,2020-01-02 10:45,10812.2183,-20405.3901,10806.7544,0.811733,-1.251885,-3.183964
R17,2020-01-02 11:15,11679.9102,-22158.0444,4731.3066,0.173509,-0.657507,-3.522660
R17,2020-01-02 11:45,11539.9395,-22659.8159,-1710.6992,-0.294009,0.123419,-3.588536
R17,2020-01-02 12:15,10763.4419,-21662.2300,-8020.0488,-0.526387,0.989626,-3.376190
R17,2020-01-02 12:45,9799.7212,-19116.7588,-13707.4585,-0.502386,1.823260,-2.901995
R17,2020-01-02 13:15,9094.4282,-15187.6665,-18331.8940,-0.247178,2.508999,-2.202833
R17,2020-01-02 13:45,9009.0698,-10230.2588,-21535.0820,0.172326,2.952820,-1.333159
R17,2020-01-02 14:15,9755.5044,-4738.0928,-23069.4082,0.659218,3.097231,-0.360652
R17,2020-01-02 14:45,11356.4990,732.0830,-22817.0098,1.103381,2.930434,0.639155
R17,2020-01-02 15:15,13638.9565,5645.2031,-20798.6299,1.400486,2.487925,1.588800
R17,2020-01-02 15:45,16260.9087,9568.5801,-17171.6445,1.469976,1.846322,2.414915
R17,2020-01-02 16:15,18767.7061,12235.2109,-12217.5264,1.269070,1.110501,3.053870
R17,2020-01-02 16:45,20667.9966,13579.4604,-6319.7998,0.800442,0.396196,3.456627
R17,2020-01-02 17:15,21516.8433,13739.4878,65.7461,0.112357,-0.189031,3.592435
R17,2020-01-02 17:45,20992.1626,13026.3037,6446.2598,-0.708764,-0.563322,3.451115
R17,2020-01-02 18:15,18951.8354,11864.8198,12329.7217,-1.552091,-0.683677,3.043752
R17,2020-01-02 18:45,15462.0405,10716.8423,17262.6421,-2.300162,-0.552590,2.401786
R17,2020-01-02 19:15,10792.1157,9998.8608,20864.7202,-2.847786,-0.217126,1.574578
R17,2020-01-02 19:45,5376.7261,10008.2783,22857.9058,-3.118960,0.239408,0.625657
R17,2020-01-02 20:15,-248.5625,10870.3022,23087.7246,-3.079100,0.711765,-0.372067
R17,2020-01-02 20:45,-5527.9082,12514.3135,21535.2998,-2.740560,1.090759,-1.341794
R17,2020-01-02 21:15,-9968.9819,14683.7300,18319.1440,-2.160571,1.281969,-2.208648
R17,2020-01-02 21:45,-13216.3179,16977.8916,13686.4785,-1.431864,1.222107,-2.905421
R17,2020-01-02 22:15,-15102.2417,18919.2046,7994.5938,-0.667464,0.890318,-3.377833
R17,2020-01-02 22:45,-15666.9805,20034.5049,1683.5190,0.017868,0.312447,-3.588861
R17,2020-01-02 23:15,-15144.6074,19937.1035,-4757.9971,0.526509,-0.442506,-3.521773
R17,2020-01-02 23:45,-13917.1523,18395.6924,-10830.5615,0.793957,-1.273235,-3.181567
R18,2020-01-02 00:15,1653.8975,19139.7578,16831.6377,-0.569227,2.235615,-2.484436
R18,2020-01-02 00:45,1071.7812,22644.0400,11769.0767,-0.101426,1.617900,-3.104252
R18,2020-01-02 01:15,1178.2588,24845.3047,5800.1060,0.183372,0.803085,-3.485055
R18,2020-01-02 01:45,1587.9595,25479.2759,-615.6694,0.229723,-0.104354,-3.597462
R18,2020-01-02 02:15,1854.3101,24485.5430,-6983.9341,0.026050,-0.985422,-3.432547
R18,2020-01-02 02:45,1551.5176,22016.7896,-12813.4102,-0.393284,-1.725539,-3.002606
R18,2020-01-02 03:15,353.3555,18414.0708,-17653.5542,-0.953554,-2.232809,-2.340335
R18,2020-01-02 03:45,-1904.4370,14152.0815,-21129.3569,-1.552055,-2.452629,-1.496445
R18,2020-01-02 04:15,-5188.6909,9763.3081,-22970.5586,-2.075251,-2.376206,-0.535874
R18,2020-01-02 04:45,-9266.4819,5753.4912,-23032.9668,-2.417911,-2.041559,0.467138
R18,2020-01-02 05:15,-13736.6440,2522.3276,-21310.1338,-2.501057,-1.526766,1.434779
R18,2020-01-02 05:45,-18090.2227,302.5542,-17934.3477,-2.285701,-0.936572,2.291730
R18,2020-01-02 06:15,-21790.0215,-872.4399,-13166.7129,-1.780017,-0.384533,2.971137
R18,2020-01-02 06:45,-24356.1123,-1167.0591,-7376.9702,-1.038676,0.026303,3.419963
R18,2020-01-02 07:15,-25443.0137,-908.3193,-1014.5874,-0.154387,0.220907,3.603260
R18,2020-01-02 07:45,-24895.5674,-523.0659,5426.5669,0.756980,0.164971,3.506968
R18,2020-01-02 08:15,-22774.1226,-458.3579,11447.0479,1.575130,-0.129353,3.138977
R18,2020-01-02 08:45,-19344.8442,-1098.6313,16580.9385,2.194789,-0.605661,2.528376
R18,2020-01-02 09:15,-15036.9189,-2693.7456,20432.0298,2.542525,-1.172999,1.722988
R18,2020-01-02 09:45,-10373.9717,-5310.0464,22704.2197,2.588181,-1.721353,0.785471
R18,2020-01-02 10:15,-5891.2085,-8812.5903,23223.8735,2.349094,-2.140285,-0.211656
R18,2020-01-02 10:45,-2052.0142,-12881.4116,21952.5933,1.886499,-2.337599,-1.191613
R18,2020-01-02 11:15,822.3970,-17059.0757,18989.6421,1.294834,-2.254956,-2.079188
R18,2020-01-02 11:45,2598.9575,-20821.6938,14563.9990,0.685735,-1.877973,-2.806370
R18,2020-01-02 12:15,3347.0884,-23661.8013,9016.7266,0.169374,-1.239130,-3.317414
R18,2020-01-02 12:45,3319.2900,-25169.6152,2774.9575,-0.163860,-0.413083,-3.573032
R18,2020-01-02 13:15,2901.3325,-25099.4297,-3680.5986,-0.258358,0.494939,-3.553374
R18,2020-01-02 13:45,2540.3481,-23410.2681,-9852.2983,-0.102508,1.365746,-3.259607
R18,2020-01-02 14:15,2662.7471,-20274.0469,-15263.6436,0.269380,2.085176,-2.713928
R18,2020-01-02 14:45,3595.6079,-16049.7666,-19495.9517,0.782813,2.562337,-1.957989
R18,2020-01-02 15:15,5504.7134,-11227.8066,-22220.8184,1.335622,2.744111,-1.049815
R18,2020-01-02 15:45,8359.7295,-6353.3467,-23225.8325,1.815196,2.623515,-0.059443
R18,2020-01-02 16:15,11932.5962,-1941.4229,-22431.4878,2.117635,2.240496,0.936446
R18,2020-01-02 16:45,15829.7217,1602.3960,-19897.8604,2.165618,1.674973,1.860460
R18,2020-01-02 17:15,19552.8916,4042.5918,-15820.3857,1.921988,1.033257,2.640591
R18,2020-01-02 17:45,22578.9390,5345.4614,-10514.9272,1.396698,0.430066,3.215940
R18,2020-01-02 18:15,24444.9316,5676.7827,-4393.2002,0.645895,-0.030840,3.541623
R18,2020-01-02 18:45,24824.5742,5365.8555,2069.5205,-0.236788,-0.274113,3.592379
R18,2020-01-02 19:15,23582.9502,4842.1274,8371.7773,-1.135254,-0.265386,3.364563
R18,2020-01-02 19:45,20800.3677,4555.2769,14025.2983,-1.929741,-0.016813,2.876349
R18,2020-01-02 20:15,16761.3755,4892.4336,18593.0942,-2.516174,0.415315,2.166142
R18,2020-01-02 20:45,11910.8975,6106.5801,21723.2178,-2.822826,0.940423,1.289376
R18,2020-01-02 21:15,6784.9482,8268.1665,23175.5776,-2.821516,1.449213,0.314072
R18,2020-01-02 21:45,1927.4971,11247.9434,22839.8818,-2.531598,1.832294,-0.684505
R18,2020-01-02 22:15,-2192.8359,14733.7632,20743.5361,-2.016183,1.998765,-1.629598
R18,2020-01-02 22:45,-5252.7349,18278.4976,17049.0942,-1.371295,1.891733,-2.448742
R18,2020-01-02 23:15,-7119.5703,21371.1758,12041.5820,-0.709797,1.498246,-3.079175
R18,2020-01-02 23:45,-7865.0488,23519.7109,6106.6797,-0.142689,0.852059,-3.472524
R19,2020-01-02 00:15,9588.3623,4100.2373,23285.8960,-1.067219,3.007861,-0.090689
R19,2020-01-02 00:45,8110.2285,9549.1523,22225.3779,-0.567472,2.993953,-1.080046
R19,2020-01-02 01:15,7539.0430,14690.3242,19447.8096,-0.078287,2.668094,-1.986153
R19,2020-01-02 01:45,7757.2930,18988.1787,15167.4165,0.293153,2.066813,-2.739008
R19,2020-01-02 02:15,8472.0698,22012.1533,9714.6221,0.461978,1.268704,-3.280343
R19,2020-01-02 02:45,9269.1523,23502.0469,3510.6890,0.380246,0.381896,-3.568159
R19,2020-01-02 03:15,9688.1265,23406.0767,-2964.7554,0.045372,-0.473330,-3.580038
R19,2020-01-02 03:45,9305.9644,21885.3506,-9210.8276,-0.499047,-1.183938,-3.314941
R19,2020-01-02 04:15,7814.9971,19284.0352,-14744.2314,-1.170196,-1.662327,-2.793327
R19,2020-01-02 04:45,5082.1318,16070.2119,-19136.7783,-1.859632,-1.860243,-2.055566
R19,2020-01-02 05:15,1179.2534,12757.3174,-22048.6089,-2.451249,-1.776138,-1.158786
R19,2020-01-02 05:45,-3620.4121,9819.2778,-23254.5137,-2.840604,-1.454724,-0.172416
R19,2020-01-02 06:15,-8879.5254,7613.4624,-22661.3335,-2.952390,-0.978861,0.827208
R19,2020-01-02 06:45,-14061.4287,6324.2085,-20315.1157,-2.753157,-0.455132,1.762751
R19,2020-01-02 07:15,-18611.9116,5936.2202,-16397.5083,-2.257187,0.004452,2.561856
R19,2020-01-02 07:45,-22044.5464,6242.1489,-11211.6782,-1.524529,0.301598,3.162739
R19,2020-01-02 08:15,-24015.5786,6882.9771,-5158.8213,-0.651517,0.368522,3.518971
R19,2020-01-02 08:45,-24376.0522,7414.3628,1292.9219,0.244688,0.179595,3.603085
R19,2020-01-02 09:15,-23192.6167,7387.7666,7644.7388,1.044954,-0.244109,3.408685
